time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-11 00:00:00+00:00,53029,140,649,399
2022-10-12 00:00:00+00:00,53701,134,709,410
2022-10-13 00:00:00+00:00,53241,159,814,442
2022-10-14 00:00:00+00:00,53473,145,688,368
2022-10-15 00:00:00+00:00,49602,142,189,125
2022-10-16 00:00:00+00:00,48688,137,193,116
2022-10-17 00:00:00+00:00,55789,135,789,427
2022-10-18 00:00:00+00:00,55303,136,876,465
2022-10-19 00:00:00+00:00,55511,142,747,476
2022-10-20 00:00:00+00:00,56944,138,860,467
2022-10-21 00:00:00+00:00,58862,143,661,350
2022-10-22 00:00:00+00:00,50040,139,161,118
2022-10-23 00:00:00+00:00,47508,142,219,131
2022-10-24 00:00:00+00:00,52940,137,567,336
