time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-10 00:00:00+00:00,66291,142,207,90
2022-07-11 00:00:00+00:00,70901,177,1028,372
2022-07-12 00:00:00+00:00,70057,184,807,435
2022-07-13 00:00:00+00:00,68871,179,821,408
2022-07-14 00:00:00+00:00,64355,192,789,393
2022-07-15 00:00:00+00:00,62415,161,703,339
2022-07-16 00:00:00+00:00,61081,149,131,87
2022-07-17 00:00:00+00:00,60532,149,173,103
2022-07-18 00:00:00+00:00,64379,173,924,406
2022-07-19 00:00:00+00:00,64720,174,853,422
2022-07-20 00:00:00+00:00,63388,197,972,431
2022-07-21 00:00:00+00:00,57568,190,932,447
2022-07-22 00:00:00+00:00,45077,158,699,332
2022-07-23 00:00:00+00:00,37020,146,144,89
