time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-08 00:00:00+00:00,55803,131,1129,532
2022-04-09 00:00:00+00:00,52775,127,371,140
2022-04-10 00:00:00+00:00,52575,130,291,174
2022-04-11 00:00:00+00:00,56113,143,937,504
2022-04-12 00:00:00+00:00,54810,158,1177,510
2022-04-13 00:00:00+00:00,56282,154,1149,532
2022-04-14 00:00:00+00:00,55157,156,888,481
2022-04-15 00:00:00+00:00,56023,131,615,312
2022-04-16 00:00:00+00:00,53551,131,275,141
2022-04-17 00:00:00+00:00,52883,134,279,139
2022-04-18 00:00:00+00:00,57371,169,807,358
2022-04-19 00:00:00+00:00,58508,164,992,495
2022-04-20 00:00:00+00:00,58198,151,1132,558
2022-04-21 00:00:00+00:00,53600,126,902,539
