time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-27 00:00:00+00:00,59890,161,1272,511
2022-04-28 00:00:00+00:00,59414,153,1195,513
2022-04-29 00:00:00+00:00,56127,130,915,442
2022-04-30 00:00:00+00:00,53441,134,203,129
2022-05-01 00:00:00+00:00,55188,133,197,136
2022-05-02 00:00:00+00:00,58140,151,673,368
2022-05-03 00:00:00+00:00,59452,178,1183,496
2022-05-04 00:00:00+00:00,59489,168,1171,541
2022-05-05 00:00:00+00:00,60304,158,1100,517
2022-05-06 00:00:00+00:00,61139,137,1002,473
2022-05-07 00:00:00+00:00,58255,121,286,158
2022-05-08 00:00:00+00:00,57981,123,299,172
2022-05-09 00:00:00+00:00,61232,139,933,478
2022-05-10 00:00:00+00:00,56329,148,1062,527
