time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-05 00:00:00+00:00,66874,158,871,435
2022-07-06 00:00:00+00:00,68843,163,957,410
2022-07-07 00:00:00+00:00,68796,173,783,397
2022-07-08 00:00:00+00:00,69634,174,821,368
2022-07-09 00:00:00+00:00,66869,169,238,97
2022-07-10 00:00:00+00:00,66291,142,207,90
2022-07-11 00:00:00+00:00,70901,177,1028,372
2022-07-12 00:00:00+00:00,70057,184,807,435
2022-07-13 00:00:00+00:00,68871,179,821,408
2022-07-14 00:00:00+00:00,64355,192,789,393
2022-07-15 00:00:00+00:00,62415,161,703,339
2022-07-16 00:00:00+00:00,61081,149,131,87
2022-07-17 00:00:00+00:00,60532,149,173,103
2022-07-18 00:00:00+00:00,59410,166,889,391
