time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-13 00:00:00+00:00,42484,145,292,119
2022-08-14 00:00:00+00:00,41426,140,161,106
2022-08-15 00:00:00+00:00,43173,174,709,386
2022-08-16 00:00:00+00:00,40368,198,945,499
2022-08-17 00:00:00+00:00,40968,175,865,452
2022-08-18 00:00:00+00:00,41336,182,804,465
2022-08-19 00:00:00+00:00,41994,158,652,397
2022-08-20 00:00:00+00:00,38528,153,249,122
2022-08-21 00:00:00+00:00,38198,143,238,140
2022-08-22 00:00:00+00:00,42575,149,1111,482
2022-08-23 00:00:00+00:00,42290,157,965,480
2022-08-24 00:00:00+00:00,48755,159,945,473
2022-08-25 00:00:00+00:00,54087,139,832,448
2022-08-26 00:00:00+00:00,50529,134,805,412
