time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-25 00:00:00+00:00,64865,129,847,451
2022-03-26 00:00:00+00:00,61669,122,377,179
2022-03-27 00:00:00+00:00,62098,133,357,177
2022-03-28 00:00:00+00:00,65532,162,1122,594
2022-03-29 00:00:00+00:00,64478,166,1345,625
2022-03-30 00:00:00+00:00,65830,168,1559,643
2022-03-31 00:00:00+00:00,69547,168,1179,536
2022-04-01 00:00:00+00:00,69707,135,1019,533
2022-04-02 00:00:00+00:00,66186,122,275,174
2022-04-03 00:00:00+00:00,65254,126,324,153
2022-04-04 00:00:00+00:00,68732,145,1313,591
2022-04-05 00:00:00+00:00,68608,151,1075,553
2022-04-06 00:00:00+00:00,66228,165,1141,575
2022-04-07 00:00:00+00:00,56555,134,1228,553
