time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-03 00:00:00+00:00,105297.0,557.0,410,213
2025-08-04 00:00:00+00:00,107849.0,715.0,1513,790
2025-08-05 00:00:00+00:00,109760.0,818.0,1640,824
2025-08-06 00:00:00+00:00,112469.0,921.0,1711,862
2025-08-07 00:00:00+00:00,111156.0,793.0,1604,820
2025-08-08 00:00:00+00:00,113990.0,659.0,1130,611
2025-08-09 00:00:00+00:00,109386.0,693.0,346,169
2025-08-10 00:00:00+00:00,108098.0,605.0,402,226
2025-08-11 00:00:00+00:00,113271.0,1020.0,1539,776
2025-08-12 00:00:00+00:00,119700.0,824.0,1666,855
2025-08-13 00:00:00+00:00,111468.0,885.0,1741,838
2025-08-14 00:00:00+00:00,18730.0,567.0,1562,774
2025-08-15 00:00:00+00:00,,,1105,520
2025-08-16 00:00:00+00:00,,,388,184
