time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-21 00:00:00+00:00,81330,845,3034,1117
2024-02-22 00:00:00+00:00,83181,662,2928,1165
2024-02-23 00:00:00+00:00,82625,744,2814,1037
2024-02-24 00:00:00+00:00,79213,522,1051,312
2024-02-25 00:00:00+00:00,78216,465,659,295
2024-02-26 00:00:00+00:00,85477,981,3004,1261
2024-02-27 00:00:00+00:00,87953,751,3206,1226
2024-02-28 00:00:00+00:00,85674,742,3290,1291
2024-02-29 00:00:00+00:00,82561,729,2960,1178
2024-03-01 00:00:00+00:00,82667,815,2524,1009
2024-03-02 00:00:00+00:00,80003,505,702,295
2024-03-03 00:00:00+00:00,81010,539,787,298
2024-03-04 00:00:00+00:00,88021,707,2716,1137
2024-03-05 00:00:00+00:00,78069,690,2815,1150
