time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,6617,389,2206,1074
2024-12-11 00:00:00+00:00,6824,346,2348,1081
2024-12-12 00:00:00+00:00,6869,385,2257,1108
2024-12-13 00:00:00+00:00,6770,353,1850,933
2024-12-14 00:00:00+00:00,6273,319,512,255
2024-12-15 00:00:00+00:00,6598,316,481,250
2024-12-16 00:00:00+00:00,6710,337,2003,980
2024-12-17 00:00:00+00:00,7152,447,2062,1034
2024-12-18 00:00:00+00:00,6737,403,2039,983
2024-12-19 00:00:00+00:00,6534,349,1834,870
2024-12-20 00:00:00+00:00,6407,319,1446,768
2024-12-21 00:00:00+00:00,6039,306,402,223
2024-12-22 00:00:00+00:00,5952,310,385,219
2024-12-23 00:00:00+00:00,5649,308,1036,566
