time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,113990,659,1130,611
2025-08-09 00:00:00+00:00,109386,693,346,169
2025-08-10 00:00:00+00:00,108098,605,402,226
2025-08-11 00:00:00+00:00,113271,1020,1539,776
2025-08-12 00:00:00+00:00,119700,824,1666,855
2025-08-13 00:00:00+00:00,111468,885,1741,838
2025-08-14 00:00:00+00:00,32338,648,1562,774
2025-08-15 00:00:00+00:00,112545,799,1105,520
2025-08-16 00:00:00+00:00,108215,1032,420,192
2025-08-17 00:00:00+00:00,108131,672,411,210
2025-08-18 00:00:00+00:00,118196,884,1515,732
2025-08-19 00:00:00+00:00,116185,933,933,447
2025-08-20 00:00:00+00:00,112491,876,363,228
2025-08-21 00:00:00+00:00,101581,916,1323,645
