time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-19 00:00:00+00:00,87339,954,2978,1196
2023-12-20 00:00:00+00:00,85648,668,2473,1016
2023-12-21 00:00:00+00:00,87612,606,2183,884
2023-12-22 00:00:00+00:00,80668,573,1642,635
2023-12-23 00:00:00+00:00,74902,478,518,201
2023-12-24 00:00:00+00:00,76399,473,432,167
2023-12-25 00:00:00+00:00,77669,508,582,258
2023-12-26 00:00:00+00:00,77532,523,1030,452
2023-12-27 00:00:00+00:00,78135,554,1455,613
2023-12-28 00:00:00+00:00,79152,593,1565,586
2023-12-29 00:00:00+00:00,79252,536,1144,465
2023-12-30 00:00:00+00:00,78026,505,531,184
2023-12-31 00:00:00+00:00,77403,478,504,167
2024-01-01 00:00:00+00:00,71245,500,318,166
