time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-29 00:00:00+00:00,122564,996,696,223
2026-08-30 00:00:00+00:00,121550,975,970,241
2026-08-31 00:00:00+00:00,124920,1357,2122,575
2026-09-01 00:00:00+00:00,125314,1207,2313,596
2026-09-02 00:00:00+00:00,124580,1231,1916,516
2026-09-03 00:00:00+00:00,125882,1212,1680,538
2026-09-04 00:00:00+00:00,135080,1275,1058,431
2026-09-05 00:00:00+00:00,136020,993,775,244
2026-09-06 00:00:00+00:00,136643,1117,778,226
2026-09-07 00:00:00+00:00,139901,1189,935,395
2026-09-08 00:00:00+00:00,138995,1260,1003,502
2026-09-09 00:00:00+00:00,140830,1436,1252,509
2026-09-10 00:00:00+00:00,144355,1499,1437,456
2026-09-11 00:00:00+00:00,142778,1428,1154,438
