time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-08 00:00:00+00:00,138995,1260,1003,502
2026-09-09 00:00:00+00:00,140830,1436,1252,509
2026-09-10 00:00:00+00:00,144355,1499,1437,456
2026-09-11 00:00:00+00:00,142778,1428,1154,438
2026-09-12 00:00:00+00:00,140831,1041,737,219
2026-09-13 00:00:00+00:00,141204,1126,1197,317
2026-09-14 00:00:00+00:00,143086,1264,1303,479
2026-09-15 00:00:00+00:00,140530,1468,1208,509
2026-09-16 00:00:00+00:00,140605,1390,1100,479
2026-09-17 00:00:00+00:00,138659,1335,1283,511
2026-09-18 00:00:00+00:00,146405,1556,1048,426
2026-09-19 00:00:00+00:00,132384,982,691,283
2026-09-20 00:00:00+00:00,134207,1173,736,267
2026-09-21 00:00:00+00:00,147336,1370,1261,521
