time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-04 00:00:00+00:00,18713,139,475,122
2023-04-05 00:00:00+00:00,19105,146,494,167
2023-04-06 00:00:00+00:00,19455,216,619,151
2023-04-07 00:00:00+00:00,19209,170,289,95
2023-04-08 00:00:00+00:00,18189,106,97,36
2023-04-09 00:00:00+00:00,18311,96,111,42
2023-04-10 00:00:00+00:00,19198,167,482,113
2023-04-11 00:00:00+00:00,19403,169,507,159
2023-04-12 00:00:00+00:00,19535,179,460,160
2023-04-13 00:00:00+00:00,19137,189,333,137
2023-04-14 00:00:00+00:00,19902,185,499,121
2023-04-15 00:00:00+00:00,19145,175,110,39
2023-04-16 00:00:00+00:00,19254,159,148,40
2023-04-17 00:00:00+00:00,17500,234,368,120
