time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-29 00:00:00+00:00,6830,63,218,94
2025-04-30 00:00:00+00:00,6939,58,309,80
2025-05-01 00:00:00+00:00,6413,44,203,58
2025-05-02 00:00:00+00:00,6682,51,155,69
2025-05-03 00:00:00+00:00,6459,46,109,23
2025-05-04 00:00:00+00:00,6424,49,59,19
2025-05-05 00:00:00+00:00,7007,53,182,72
2025-05-06 00:00:00+00:00,6898,65,173,79
2025-05-07 00:00:00+00:00,6858,62,222,106
2025-05-08 00:00:00+00:00,6666,62,220,86
2025-05-09 00:00:00+00:00,6842,64,170,68
2025-05-10 00:00:00+00:00,6489,49,27,17
2025-05-11 00:00:00+00:00,6470,49,46,22
2025-05-12 00:00:00+00:00,6238,62,241,98
