time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-19 00:00:00+00:00,9559,79,651,131
2024-04-20 00:00:00+00:00,8965,56,59,35
2024-04-21 00:00:00+00:00,9018,53,116,33
2024-04-22 00:00:00+00:00,9488,84,457,139
2024-04-23 00:00:00+00:00,9383,85,606,152
2024-04-24 00:00:00+00:00,9621,84,569,159
2024-04-25 00:00:00+00:00,9530,84,529,157
2024-04-26 00:00:00+00:00,8899,74,368,111
2024-04-27 00:00:00+00:00,8417,48,53,27
2024-04-28 00:00:00+00:00,8395,45,102,36
2024-04-29 00:00:00+00:00,8708,70,445,114
2024-04-30 00:00:00+00:00,9026,72,644,135
2024-05-01 00:00:00+00:00,8023,68,253,81
2024-05-02 00:00:00+00:00,7634,69,569,128
