time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-27 00:00:00+00:00,17740,175,468,117
2023-07-28 00:00:00+00:00,17317,126,731,97
2023-07-29 00:00:00+00:00,16799,92,86,31
2023-07-30 00:00:00+00:00,16803,83,73,30
2023-07-31 00:00:00+00:00,17559,152,573,113
2023-08-01 00:00:00+00:00,17511,134,648,104
2023-08-02 00:00:00+00:00,17346,125,829,125
2023-08-03 00:00:00+00:00,17731,136,598,123
2023-08-04 00:00:00+00:00,17360,123,824,109
2023-08-05 00:00:00+00:00,17078,83,239,38
2023-08-06 00:00:00+00:00,17108,88,88,33
2023-08-07 00:00:00+00:00,17325,116,585,122
2023-08-08 00:00:00+00:00,17328,143,661,137
2023-08-09 00:00:00+00:00,16729,132,821,139
