time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-21 00:00:00+00:00,16249,316,465,143
2022-04-22 00:00:00+00:00,16388,436,420,138
2022-04-23 00:00:00+00:00,15507,150,152,44
2022-04-24 00:00:00+00:00,15783,158,71,40
2022-04-25 00:00:00+00:00,17767,275,556,135
2022-04-26 00:00:00+00:00,17594,199,660,157
2022-04-27 00:00:00+00:00,22412,298,678,147
2022-04-28 00:00:00+00:00,20846,281,796,153
2022-04-29 00:00:00+00:00,20236,257,402,130
2022-04-30 00:00:00+00:00,19826,83,72,46
2022-05-01 00:00:00+00:00,19896,88,92,42
2022-05-02 00:00:00+00:00,20981,167,458,100
2022-05-03 00:00:00+00:00,21823,209,638,122
2022-05-04 00:00:00+00:00,19855,234,468,115
